Event_Name,Event_Type,Department,Rating,Feedback_Comment
Cyber Security Talk,Cultural,Management,1,Not well organized
Startup Meetup,Technical,ECE,2,Sound system was bad
Data Science Bootcamp,Seminar,IT,4,Very informative and well organized
Robotics Expo,Technical,IT,1,Expected more from this event
Cultural Night,Seminar,CSE,1,Expected more from this event
Leadership Workshop,Cultural,CSE,5,Very informative and well organized
Startup Meetup,Technical,CSE,5,Very informative and well organized
Startup Meetup,Seminar,ECE,2,Sound system was bad
Career Seminar,Seminar,Arts,5,Very informative and well organized
Tech Fest,Technical,Mechanical,4,Excellent arrangements and content
Data Science Bootcamp,Seminar,ECE,5,Excellent arrangements and content
Leadership Workshop,Cultural,Management,1,Poor time management
Hackathon,Seminar,CSE,5,Excellent arrangements and content
Cultural Night,Cultural,Civil,4,Excellent arrangements and content
AI Workshop,Workshop,ECE,4,Highly engaging and interactive session
AI Workshop,Workshop,Civil,1,Too long and boring
Leadership Workshop,Seminar,Mechanical,4,Amazing experience and great speakers
Data Science Bootcamp,Cultural,CSE,5,Highly engaging and interactive session
Career Seminar,Technical,Management,1,Not well organized
Cyber Security Talk,Seminar,Arts,4,Learned a lot from this event
Cyber Security Talk,Technical,ECE,2,Too long and boring
Startup Meetup,Cultural,Arts,1,Not well organized
Startup Meetup,Workshop,Civil,3,Decent event
Career Seminar,Cultural,EEE,5,Highly engaging and interactive session
Career Seminar,Seminar,Arts,5,Amazing experience and great speakers
Career Seminar,Workshop,CSE,1,Sound system was bad
Cultural Night,Technical,Management,1,Expected more from this event
Leadership Workshop,Technical,ECE,3,Decent event
AI Workshop,Technical,Management,4,Excellent arrangements and content
Cultural Night,Workshop,Civil,5,Highly engaging and interactive session
Cultural Night,Technical,EEE,2,Poor time management
Cyber Security Talk,Workshop,CSE,5,Excellent arrangements and content
Cyber Security Talk,Workshop,Arts,3,Decent event
Cultural Night,Cultural,Civil,3,"Average experience, could be better"
Data Science Bootcamp,Technical,ECE,2,Not well organized
Cyber Security Talk,Seminar,Mechanical,5,Learned a lot from this event
AI Workshop,Technical,ECE,4,Highly engaging and interactive session
Robotics Expo,Workshop,Mechanical,5,Amazing experience and great speakers
Startup Meetup,Workshop,ECE,3,It was okay overall
Leadership Workshop,Workshop,IT,2,Sound system was bad
Cyber Security Talk,Seminar,Civil,4,Excellent arrangements and content
Leadership Workshop,Cultural,Arts,1,Sound system was bad
Career Seminar,Cultural,Arts,3,It was okay overall
Leadership Workshop,Technical,Arts,4,Excellent arrangements and content
AI Workshop,Workshop,Mechanical,3,"Average experience, could be better"
Career Seminar,Workshop,Civil,2,Too long and boring
AI Workshop,Technical,Civil,2,Expected more from this event
Tech Fest,Workshop,Arts,4,Learned a lot from this event
Leadership Workshop,Cultural,CSE,2,Poor time management
Leadership Workshop,Cultural,Arts,2,Not well organized
Data Science Bootcamp,Cultural,EEE,3,Decent event
AI Workshop,Seminar,Management,2,Expected more from this event
Cyber Security Talk,Cultural,Civil,4,Very informative and well organized
Leadership Workshop,Cultural,EEE,1,Not well organized
Hackathon,Technical,CSE,5,Learned a lot from this event
Hackathon,Workshop,Arts,1,Poor time management
Hackathon,Workshop,Civil,5,Excellent arrangements and content
Data Science Bootcamp,Technical,CSE,3,Neither good nor bad
AI Workshop,Seminar,IT,1,Expected more from this event
Leadership Workshop,Workshop,Civil,2,Sound system was bad
Cultural Night,Cultural,IT,4,Learned a lot from this event
Career Seminar,Seminar,CSE,1,Poor time management
Startup Meetup,Cultural,Management,2,Too long and boring
Robotics Expo,Cultural,ECE,1,Poor time management
Hackathon,Cultural,Civil,4,Amazing experience and great speakers
Data Science Bootcamp,Technical,ECE,3,Decent event
Career Seminar,Cultural,Management,1,Sound system was bad
Data Science Bootcamp,Workshop,Mechanical,5,Amazing experience and great speakers
AI Workshop,Seminar,EEE,1,Not well organized
Hackathon,Seminar,Management,3,"Average experience, could be better"
Career Seminar,Cultural,Arts,1,Expected more from this event
Robotics Expo,Technical,EEE,1,Poor time management
AI Workshop,Technical,Arts,5,Highly engaging and interactive session
AI Workshop,Seminar,EEE,5,Learned a lot from this event
AI Workshop,Cultural,IT,3,"Average experience, could be better"
Data Science Bootcamp,Workshop,Mechanical,2,Poor time management
Career Seminar,Seminar,IT,1,Not well organized
Tech Fest,Cultural,Management,4,Highly engaging and interactive session
Cyber Security Talk,Cultural,Mechanical,3,It was okay overall
Cultural Night,Workshop,Management,1,Sound system was bad
Tech Fest,Workshop,Civil,4,Learned a lot from this event
Career Seminar,Seminar,Civil,5,Very informative and well organized
Startup Meetup,Technical,Civil,5,Very informative and well organized
Data Science Bootcamp,Technical,Civil,4,Highly engaging and interactive session
Leadership Workshop,Workshop,ECE,2,Too long and boring
AI Workshop,Technical,Mechanical,1,Expected more from this event
Leadership Workshop,Cultural,IT,2,Expected more from this event
Hackathon,Technical,IT,3,It was okay overall
Career Seminar,Seminar,EEE,2,Expected more from this event
Hackathon,Workshop,Management,5,Very informative and well organized
Tech Fest,Technical,ECE,3,"Average experience, could be better"
Startup Meetup,Cultural,CSE,1,Poor time management
Leadership Workshop,Cultural,Mechanical,2,Poor time management
Cyber Security Talk,Seminar,Management,4,Highly engaging and interactive session
Hackathon,Technical,ECE,3,Neither good nor bad
Leadership Workshop,Technical,EEE,4,Amazing experience and great speakers
Career Seminar,Technical,Management,4,Excellent arrangements and content
Leadership Workshop,Technical,Civil,3,Content was fine but nothing special
AI Workshop,Technical,IT,2,Sound system was bad
Tech Fest,Cultural,ECE,1,Sound system was bad
Career Seminar,Seminar,ECE,2,Poor time management
Data Science Bootcamp,Cultural,CSE,2,Too long and boring
Hackathon,Seminar,ECE,2,Sound system was bad
AI Workshop,Workshop,ECE,4,Excellent arrangements and content
Career Seminar,Workshop,Mechanical,1,Sound system was bad
Cyber Security Talk,Seminar,Arts,2,Sound system was bad
Startup Meetup,Seminar,CSE,1,Not well organized
Leadership Workshop,Workshop,Arts,3,"Average experience, could be better"
Startup Meetup,Cultural,CSE,4,Excellent arrangements and content
Startup Meetup,Workshop,IT,5,Excellent arrangements and content
Career Seminar,Workshop,Mechanical,1,Not well organized
Cultural Night,Workshop,CSE,1,Poor time management
Tech Fest,Seminar,ECE,3,It was okay overall
Data Science Bootcamp,Cultural,Mechanical,3,Decent event
Career Seminar,Cultural,IT,2,Not well organized
Leadership Workshop,Workshop,ECE,4,Highly engaging and interactive session
Cultural Night,Cultural,ECE,4,Excellent arrangements and content
AI Workshop,Workshop,EEE,2,Expected more from this event
Data Science Bootcamp,Seminar,Management,4,Amazing experience and great speakers
Startup Meetup,Technical,Mechanical,5,Very informative and well organized
Career Seminar,Seminar,EEE,2,Sound system was bad
Leadership Workshop,Cultural,EEE,1,Expected more from this event
Robotics Expo,Workshop,IT,1,Poor time management
Cultural Night,Cultural,Arts,2,Too long and boring
Tech Fest,Seminar,CSE,1,Too long and boring
Career Seminar,Technical,Mechanical,4,Excellent arrangements and content
Leadership Workshop,Seminar,EEE,5,Learned a lot from this event
Robotics Expo,Seminar,Management,3,Decent event
Cultural Night,Technical,Civil,2,Poor time management
AI Workshop,Cultural,Mechanical,5,Learned a lot from this event
Data Science Bootcamp,Workshop,Civil,3,Content was fine but nothing special
Career Seminar,Technical,EEE,5,Learned a lot from this event
Career Seminar,Technical,Civil,2,Poor time management
Leadership Workshop,Seminar,EEE,3,It was okay overall
AI Workshop,Technical,Management,3,It was okay overall
Career Seminar,Technical,EEE,4,Learned a lot from this event
Robotics Expo,Cultural,CSE,4,Amazing experience and great speakers
Hackathon,Technical,Arts,3,It was okay overall
Data Science Bootcamp,Workshop,EEE,2,Not well organized
Robotics Expo,Seminar,Arts,3,"Average experience, could be better"
Data Science Bootcamp,Workshop,IT,1,Sound system was bad
AI Workshop,Seminar,IT,2,Expected more from this event
Leadership Workshop,Workshop,Civil,5,Highly engaging and interactive session
Career Seminar,Workshop,IT,3,Decent event
Startup Meetup,Cultural,Management,1,Sound system was bad
Cultural Night,Technical,IT,2,Not well organized
Cultural Night,Workshop,IT,3,Neither good nor bad
Cyber Security Talk,Seminar,ECE,1,Expected more from this event
Robotics Expo,Cultural,Mechanical,2,Poor time management
Cultural Night,Technical,CSE,1,Poor time management
Hackathon,Cultural,IT,2,Not well organized
Data Science Bootcamp,Technical,ECE,1,Poor time management
Hackathon,Technical,IT,3,It was okay overall
Data Science Bootcamp,Cultural,Management,4,Very informative and well organized
Cyber Security Talk,Seminar,Arts,1,Not well organized
AI Workshop,Cultural,Arts,2,Sound system was bad
Data Science Bootcamp,Technical,Mechanical,1,Sound system was bad
Startup Meetup,Cultural,EEE,2,Too long and boring
Hackathon,Workshop,IT,2,Too long and boring
Career Seminar,Technical,CSE,1,Not well organized
Robotics Expo,Technical,IT,1,Too long and boring
AI Workshop,Workshop,IT,1,Too long and boring
Career Seminar,Cultural,Arts,2,Too long and boring
Data Science Bootcamp,Technical,Arts,5,Learned a lot from this event
Cultural Night,Cultural,Management,2,Sound system was bad
AI Workshop,Seminar,Management,4,Amazing experience and great speakers
Leadership Workshop,Seminar,Arts,1,Expected more from this event
Startup Meetup,Seminar,Civil,4,Excellent arrangements and content
Cyber Security Talk,Seminar,Arts,1,Sound system was bad
Cultural Night,Technical,EEE,1,Sound system was bad
Data Science Bootcamp,Technical,Mechanical,5,Excellent arrangements and content
Cultural Night,Technical,Mechanical,5,Excellent arrangements and content
Leadership Workshop,Cultural,Civil,3,It was okay overall
Robotics Expo,Technical,Arts,3,Neither good nor bad
AI Workshop,Technical,Arts,2,Too long and boring
Hackathon,Technical,EEE,5,Excellent arrangements and content
Startup Meetup,Cultural,Civil,1,Too long and boring
Leadership Workshop,Technical,Civil,5,Amazing experience and great speakers
Data Science Bootcamp,Technical,Civil,2,Not well organized
Leadership Workshop,Workshop,EEE,3,Content was fine but nothing special
Startup Meetup,Technical,Civil,5,Amazing experience and great speakers
Robotics Expo,Workshop,Civil,3,It was okay overall
Tech Fest,Workshop,CSE,4,Excellent arrangements and content
Career Seminar,Workshop,Arts,4,Very informative and well organized
Data Science Bootcamp,Technical,Civil,5,Learned a lot from this event
Career Seminar,Workshop,Civil,3,Content was fine but nothing special
Tech Fest,Seminar,Management,3,Content was fine but nothing special
Cyber Security Talk,Workshop,ECE,4,Excellent arrangements and content
Tech Fest,Seminar,ECE,1,Poor time management
Tech Fest,Cultural,Arts,1,Too long and boring
Data Science Bootcamp,Cultural,Management,1,Poor time management
Career Seminar,Seminar,CSE,1,Not well organized
Tech Fest,Cultural,Management,3,It was okay overall
AI Workshop,Seminar,Mechanical,4,Excellent arrangements and content
Robotics Expo,Workshop,Mechanical,3,"Average experience, could be better"
Tech Fest,Cultural,Management,3,Decent event
AI Workshop,Technical,IT,4,Very informative and well organized
Startup Meetup,Technical,EEE,5,Excellent arrangements and content
Career Seminar,Seminar,CSE,2,Sound system was bad
Cultural Night,Technical,Arts,3,Content was fine but nothing special
Hackathon,Seminar,Management,2,Sound system was bad
Leadership Workshop,Seminar,Mechanical,5,Highly engaging and interactive session
Cultural Night,Technical,Mechanical,5,Very informative and well organized
AI Workshop,Seminar,Arts,2,Expected more from this event
Cyber Security Talk,Workshop,Mechanical,5,Highly engaging and interactive session
Data Science Bootcamp,Cultural,Arts,4,Highly engaging and interactive session
Cyber Security Talk,Technical,IT,1,Too long and boring
AI Workshop,Seminar,Mechanical,2,Poor time management
Cultural Night,Technical,Mechanical,2,Sound system was bad
Career Seminar,Technical,IT,3,Decent event
Career Seminar,Technical,Arts,2,Not well organized
Cultural Night,Cultural,EEE,1,Poor time management
Cultural Night,Workshop,Civil,4,Learned a lot from this event
Hackathon,Technical,Civil,4,Excellent arrangements and content
Data Science Bootcamp,Cultural,IT,2,Not well organized
AI Workshop,Technical,Civil,2,Sound system was bad
AI Workshop,Technical,CSE,3,It was okay overall
Robotics Expo,Technical,Arts,2,Poor time management
Robotics Expo,Workshop,CSE,1,Sound system was bad
Data Science Bootcamp,Workshop,IT,1,Too long and boring
Data Science Bootcamp,Seminar,Arts,3,Content was fine but nothing special
Cultural Night,Cultural,ECE,2,Too long and boring
AI Workshop,Technical,Management,3,Decent event
Leadership Workshop,Cultural,Mechanical,1,Too long and boring
AI Workshop,Cultural,Civil,2,Not well organized
Startup Meetup,Cultural,ECE,3,"Average experience, could be better"
Data Science Bootcamp,Cultural,CSE,4,Highly engaging and interactive session
Hackathon,Cultural,CSE,5,Very informative and well organized
Data Science Bootcamp,Workshop,Civil,2,Sound system was bad
Leadership Workshop,Workshop,Civil,5,Learned a lot from this event
Cultural Night,Cultural,ECE,5,Very informative and well organized
Tech Fest,Cultural,CSE,5,Highly engaging and interactive session
Tech Fest,Seminar,IT,4,Learned a lot from this event
Cultural Night,Cultural,Mechanical,5,Excellent arrangements and content
Career Seminar,Workshop,Mechanical,3,"Average experience, could be better"
Startup Meetup,Seminar,Mechanical,4,Excellent arrangements and content
Leadership Workshop,Seminar,Mechanical,3,Content was fine but nothing special
Tech Fest,Cultural,Management,5,Amazing experience and great speakers
